Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2017,6,Mohawk Valley,Montgomery,400,"400,000"
2017,6,Long Island,Nassau,"8,400","9,520,000"
2017,6,New York City,New York,"13,700","15,520,000"
2017,6,Western New York,Niagara,"2,100","1,790,000"
2017,6,Mohawk Valley,Oneida,"1,400","1,240,000"
2017,6,Central New York,Onondaga,"2,700","2,640,000"
2017,6,Finger Lakes,Ontario,600,"580,000"
2017,6,Hudson Valley,Orange,"2,200","2,370,000"
2017,6,Finger Lakes,Orleans,400,"300,000"
2017,6,Central New York,Oswego,"1,100","1,120,000"
2017,6,Mohawk Valley,Otsego,400,"330,000"
2017,6,Out-of-State Resident,Out-of-State,"13,800","17,470,000"
2017,6,Hudson Valley,Putnam,600,"630,000"
2017,6,New York City,Queens,"15,600","17,200,000"
2017,6,Capital,Rensselaer,"1,000","1,040,000"
2017,6,New York City,Richmond,"3,200","3,460,000"
2017,6,Hudson Valley,Rockland,"1,400","1,540,000"
2017,6,Capital,Saratoga,"1,200","1,290,000"
2017,6,Capital,Schenectady,"1,100","1,120,000"
2017,6,Mohawk Valley,Schoharie,200,"200,000"
2017,6,Southern Tier,Schuyler,100,"90,000"
2017,6,Finger Lakes,Seneca,200,"170,000"
2017,6,Southern Tier,Steuben,700,"610,000"
2017,6,North Country,St. Lawrence,900,"820,000"
2017,6,Long Island,Suffolk,"9,700","10,650,000"
2017,6,Hudson Valley,Sullivan,400,"390,000"
2017,6,Southern Tier,Tioga,300,"280,000"
2017,6,Southern Tier,Tompkins,400,"410,000"
2017,6,Hudson Valley,Ulster,"1,100","1,100,000"
2017,6,Unknown Geography,Unknown,200,"250,000"
2017,6,Capital,Warren,400,"360,000"
2017,6,Capital,Washington,300,"300,000"
2017,6,Finger Lakes,Wayne,700,"630,000"
2017,6,Hudson Valley,Westchester,"5,800","6,480,000"
2017,6,Finger Lakes,Wyoming,300,"230,000"
2017,6,Finger Lakes,Yates,100,"90,000"
2017,5,Capital,Albany,"1,800","2,070,000"
2017,5,Western New York,Allegany,500,"460,000"
2017,5,New York City,Bronx,"13,300","14,610,000"
2017,5,Southern Tier,Broome,"1,600","1,490,000"
2017,5,Western New York,Cattaraugus,900,"790,000"
2017,5,Central New York,Cayuga,600,"570,000"
2017,5,Western New York,Chautauqua,"1,100","980,000"
2017,5,Southern Tier,Chemung,600,"610,000"
2017,5,Southern Tier,Chenango,400,"420,000"
2017,5,North Country,Clinton,800,"690,000"
2017,5,Capital,Columbia,300,"330,000"
2017,5,Central New York,Cortland,400,"370,000"
2017,5,Southern Tier,Delaware,300,"300,000"
2017,5,Hudson Valley,Dutchess,"1,700","2,030,000"
2017,5,Western New York,Erie,"8,100","8,270,000"
2017,5,North Country,Essex,400,"280,000"
2017,5,North Country,Franklin,500,"470,000"
2017,5,Mohawk Valley,Fulton,400,"420,000"
2017,5,Finger Lakes,Genesee,500,"530,000"
2017,5,Capital,Greene,400,"390,000"
2017,5,North Country,Hamilton,100,"70,000"
2017,5,Mohawk Valley,Herkimer,700,"650,000"
2017,5,North Country,Jefferson,"1,100","1,110,000"
2017,5,New York City,Kings,"20,400","24,150,000"
2017,5,North Country,Lewis,300,"320,000"
2017,5,Finger Lakes,Livingston,600,"540,000"
2017,5,Central New York,Madison,500,"510,000"
2017,5,Finger Lakes,Monroe,"5,600","6,160,000"
2017,5,Mohawk Valley,Montgomery,500,"540,000"
2017,5,Long Island,Nassau,"8,500","10,540,000"
2017,5,New York City,New York,"13,900","17,450,000"
2017,5,Western New York,Niagara,"2,500","2,430,000"
2017,5,Mohawk Valley,Oneida,"1,700","1,710,000"
2017,5,Central New York,Onondaga,"3,200","3,370,000"
2017,5,Finger Lakes,Ontario,800,"790,000"
2017,5,Hudson Valley,Orange,"2,300","2,720,000"
2017,5,Finger Lakes,Orleans,400,"370,000"
2017,5,Central New York,Oswego,"1,400","1,370,000"
2017,5,Mohawk Valley,Otsego,400,"400,000"
2017,5,Out-of-State Resident,Out-of-State,"14,600","20,110,000"
2017,5,Hudson Valley,Putnam,600,"720,000"
2017,5,New York City,Queens,"16,000","19,100,000"
2017,5,Capital,Rensselaer,"1,000","1,190,000"
2017,5,New York City,Richmond,"3,300","3,870,000"
2017,5,Hudson Valley,Rockland,"1,500","1,770,000"
2017,5,Capital,Saratoga,"1,400","1,700,000"
2017,5,Capital,Schenectady,"1,200","1,310,000"
2017,5,Mohawk Valley,Schoharie,300,"270,000"
2017,5,Southern Tier,Schuyler,200,"150,000"
2017,5,Finger Lakes,Seneca,200,"240,000"
2017,5,Southern Tier,Steuben,900,"840,000"
2017,5,North Country,St. Lawrence,"1,200","1,040,000"
2017,5,Long Island,Suffolk,"10,400","12,550,000"
2017,5,Hudson Valley,Sullivan,500,"500,000"
2017,5,Southern Tier,Tioga,400,"360,000"
2017,5,Southern Tier,Tompkins,400,"420,000"
2017,5,Hudson Valley,Ulster,"1,200","1,360,000"
2017,5,Unknown Geography,Unknown,200,"300,000"
2017,5,Capital,Warren,700,"580,000"
2017,5,Capital,Washington,400,"390,000"
2017,5,Finger Lakes,Wayne,800,"830,000"
2017,5,Hudson Valley,Westchester,"5,900","7,360,000"
2017,5,Finger Lakes,Wyoming,400,"370,000"
2017,5,Finger Lakes,Yates,100,"110,000"
2017,4,Capital,Albany,"2,100","2,030,000"
2017,4,Western New York,Allegany,600,"520,000"
2017,4,New York City,Bronx,"15,800","13,480,000"
2017,4,Southern Tier,Broome,"2,200","1,810,000"
2017,4,Western New York,Cattaraugus,"1,200","1,000,000"
2017,4,Central New York,Cayuga,900,"760,000"
2017,4,Western New York,Chautauqua,"1,500","1,270,000"
2017,4,Southern Tier,Chemung,700,"600,000"
2017,4,Southern Tier,Chenango,600,"600,000"
2017,4,North Country,Clinton,"1,000","920,000"
2017,4,Capital,Columbia,500,"440,000"
2017,4,Central New York,Cortland,700,"600,000"
2017,4,Southern Tier,Delaware,500,"420,000"
2017,4,Hudson Valley,Dutchess,"2,100","2,050,000"
2017,4,Western New York,Erie,"10,700","9,080,000"
2017,4,North Country,Essex,500,"430,000"
2017,4,North Country,Franklin,700,"640,000"
2017,4,Mohawk Valley,Fulton,600,"520,000"
2017,4,Finger Lakes,Genesee,800,"660,000"
2017,4,Capital,Greene,600,"490,000"
2017,4,North Country,Hamilton,200,"130,000"
2017,4,Mohawk Valley,Herkimer,"1,000","890,000"
2017,4,North Country,Jefferson,"1,700","1,460,000"
2017,4,New York City,Kings,"23,000","21,290,000"
2017,4,North Country,Lewis,500,"500,000"
2017,4,Finger Lakes,Livingston,800,"680,000"
2017,4,Central New York,Madison,900,"790,000"
2017,4,Finger Lakes,Monroe,"7,100","6,270,000"
2017,4,Mohawk Valley,Montgomery,800,"710,000"
2017,4,Long Island,Nassau,"10,600","9,800,000"
2017,4,New York City,New York,"14,100","14,550,000"
2017,4,Western New York,Niagara,"3,700","2,880,000"
2017,4,Mohawk Valley,Oneida,"2,200","1,940,000"
2017,4,Central New York,Onondaga,"4,100","3,690,000"
2017,4,Finger Lakes,Ontario,"1,100","1,000,000"
2017,4,Hudson Valley,Orange,"3,100","2,760,000"
2017,4,Finger Lakes,Orleans,500,"450,000"
2017,4,Central New York,Oswego,"1,800","1,550,000"
2017,4,Mohawk Valley,Otsego,600,"510,000"
2017,4,Out-of-State Resident,Out-of-State,"15,200","18,050,000"
2017,4,Hudson Valley,Putnam,700,"700,000"
2017,4,New York City,Queens,"17,900","17,040,000"
2017,4,Capital,Rensselaer,"1,500","1,440,000"
2017,4,New York City,Richmond,"4,100","3,620,000"
2017,4,Hudson Valley,Rockland,"2,100","1,820,000"
2017,4,Capital,Saratoga,"2,000","1,880,000"
2017,4,Capital,Schenectady,"1,500","1,360,000"
2017,4,Mohawk Valley,Schoharie,400,"410,000"
2017,4,Southern Tier,Schuyler,300,"250,000"
2017,4,Finger Lakes,Seneca,300,"320,000"
2017,4,Southern Tier,Steuben,"1,100","920,000"
2017,4,North Country,St. Lawrence,"1,400","1,320,000"
2017,4,Long Island,Suffolk,"15,100","13,470,000"
2017,4,Hudson Valley,Sullivan,800,"680,000"
2017,4,Southern Tier,Tioga,600,"490,000"
2017,4,Southern Tier,Tompkins,500,"450,000"
2017,4,Hudson Valley,Ulster,"1,800","1,520,000"
2017,4,Unknown Geography,Unknown,200,"310,000"
2017,4,Capital,Warren,"1,000","860,000"
2017,4,Capital,Washington,700,"550,000"
2017,4,Finger Lakes,Wayne,"1,100","1,020,000"
2017,4,Hudson Valley,Westchester,"7,400","7,120,000"
2017,4,Finger Lakes,Wyoming,700,"590,000"
2017,4,Finger Lakes,Yates,200,"170,000"
2017,3,Capital,Albany,"2,300","2,420,000"
2017,3,Western New York,Allegany,600,"610,000"
2017,3,New York City,Bronx,"14,600","14,250,000"
2017,3,Southern Tier,Broome,"2,200","2,340,000"
2017,3,Western New York,Cattaraugus,"1,300","1,310,000"
2017,3,Central New York,Cayuga,"1,000","1,010,000"
2017,3,Western New York,Chautauqua,"1,800","1,700,000"
2017,3,Southern Tier,Chemung,800,"760,000"
2017,3,Southern Tier,Chenango,700,"790,000"
2017,3,North Country,Clinton,"1,000","1,040,000"
2017,3,Capital,Columbia,500,"600,000"
2017,3,Central New York,Cortland,800,"910,000"
2017,3,Southern Tier,Delaware,600,"570,000"
2017,3,Hudson Valley,Dutchess,"2,200","2,440,000"
2017,3,Western New York,Erie,"11,400","11,420,000"
2017,3,North Country,Essex,500,"520,000"
2017,3,North Country,Franklin,700,"760,000"
2017,3,Mohawk Valley,Fulton,600,"670,000"
2017,3,Finger Lakes,Genesee,900,"930,000"
2017,3,Capital,Greene,600,"600,000"
2017,3,North Country,Hamilton,200,"130,000"
2017,3,Mohawk Valley,Herkimer,"1,000","1,090,000"
2017,3,North Country,Jefferson,"1,800","1,820,000"
2017,3,New York City,Kings,"21,000","22,390,000"
2017,3,North Country,Lewis,600,"690,000"
2017,3,Finger Lakes,Livingston,900,"910,000"
2017,3,Central New York,Madison,"1,000","1,100,000"
2017,3,Finger Lakes,Monroe,"7,800","7,660,000"
2017,3,Mohawk Valley,Montgomery,900,"920,000"
2017,3,Long Island,Nassau,"10,400","11,770,000"
2017,3,New York City,New York,"14,000","15,800,000"
2017,3,Western New York,Niagara,"3,900","3,760,000"
2017,3,Mohawk Valley,Oneida,"2,500","2,420,000"
2017,3,Central New York,Onondaga,"4,400","4,620,000"
2017,3,Finger Lakes,Ontario,"1,400","1,430,000"
2017,3,Hudson Valley,Orange,"3,000","3,170,000"
2017,3,Finger Lakes,Orleans,600,"600,000"
2017,3,Central New York,Oswego,"1,900","2,010,000"
2017,3,Mohawk Valley,Otsego,800,"780,000"
2017,3,Out-of-State Resident,Out-of-State,"16,000","20,540,000"
2017,3,Hudson Valley,Putnam,800,"890,000"
2017,3,New York City,Queens,"17,100","18,610,000"
2017,3,Capital,Rensselaer,"1,600","1,790,000"
2017,3,New York City,Richmond,"3,600","3,830,000"
2017,3,Hudson Valley,Rockland,"2,100","2,180,000"
2017,3,Capital,Saratoga,"2,100","2,320,000"
2017,3,Capital,Schenectady,"1,600","1,630,000"
2017,3,Mohawk Valley,Schoharie,500,"520,000"
2017,3,Southern Tier,Schuyler,300,"360,000"
2017,3,Finger Lakes,Seneca,400,"410,000"
2017,3,Southern Tier,Steuben,"1,300","1,240,000"
2017,3,North Country,St. Lawrence,"1,600","1,600,000"
2017,3,Long Island,Suffolk,"15,400","17,620,000"
2017,3,Hudson Valley,Sullivan,800,"820,000"
2017,3,Southern Tier,Tioga,700,"740,000"
2017,3,Southern Tier,Tompkins,600,"610,000"
2017,3,Hudson Valley,Ulster,"1,800","1,930,000"
2017,3,Unknown Geography,Unknown,200,"320,000"
2017,3,Capital,Warren,"1,100","1,120,000"
2017,3,Capital,Washington,800,"780,000"
2017,3,Finger Lakes,Wayne,"1,300","1,360,000"
2017,3,Hudson Valley,Westchester,"7,600","8,680,000"
2017,3,Finger Lakes,Wyoming,900,"910,000"
2017,3,Finger Lakes,Yates,300,"260,000"
2017,2,Capital,Albany,"2,300","2,420,000"
2017,2,Western New York,Allegany,600,"630,000"
2017,2,New York City,Bronx,"15,300","13,990,000"
2017,2,Southern Tier,Broome,"2,200","2,300,000"
2017,2,Western New York,Cattaraugus,"1,300","1,340,000"
2017,2,Central New York,Cayuga,"1,000","1,020,000"
2017,2,Western New York,Chautauqua,"2,100","1,770,000"
2017,2,Southern Tier,Chemung,800,"770,000"
2017,2,Southern Tier,Chenango,700,"790,000"
2017,2,North Country,Clinton,"1,000","960,000"
2017,2,Capital,Columbia,600,"600,000"
2017,2,Central New York,Cortland,800,"950,000"
2017,2,Southern Tier,Delaware,500,"550,000"
2017,2,Hudson Valley,Dutchess,"2,100","2,380,000"
2017,2,Western New York,Erie,"11,600","11,390,000"
2017,2,North Country,Essex,500,"490,000"
2017,2,North Country,Franklin,600,"670,000"
2017,2,Mohawk Valley,Fulton,700,"680,000"
2017,2,Finger Lakes,Genesee,"1,000","980,000"
2017,2,Capital,Greene,600,"590,000"
2017,2,North Country,Hamilton,100,"110,000"
2017,2,Mohawk Valley,Herkimer,"1,000","1,070,000"
2017,2,North Country,Jefferson,"1,900","1,850,000"
2017,2,New York City,Kings,"21,900","21,720,000"
2017,2,North Country,Lewis,600,"690,000"
2017,2,Finger Lakes,Livingston,900,"890,000"
2017,2,Central New York,Madison,"1,000","1,100,000"
2017,2,Finger Lakes,Monroe,"7,500","7,310,000"
2017,2,Mohawk Valley,Montgomery,"1,000","970,000"
2017,2,Long Island,Nassau,"11,000","11,610,000"
2017,2,New York City,New York,"13,900","15,110,000"
2017,2,Western New York,Niagara,"4,000","3,810,000"
2017,2,Mohawk Valley,Oneida,"2,500","2,430,000"
2017,2,Central New York,Onondaga,"4,500","4,520,000"
2017,2,Finger Lakes,Ontario,"1,400","1,430,000"
2017,2,Hudson Valley,Orange,"2,800","2,990,000"
2017,2,Finger Lakes,Orleans,600,"640,000"
2017,2,Central New York,Oswego,"2,000","2,090,000"
2017,2,Mohawk Valley,Otsego,800,"810,000"
2017,2,Out-of-State Resident,Out-of-State,"16,000","19,870,000"
2017,2,Hudson Valley,Putnam,800,"880,000"
2017,2,New York City,Queens,"17,600","18,160,000"
2017,2,Capital,Rensselaer,"1,800","1,880,000"
2017,2,New York City,Richmond,"4,000","3,900,000"
2017,2,Hudson Valley,Rockland,"2,100","2,130,000"
2017,2,Capital,Saratoga,"2,300","2,450,000"
2017,2,Capital,Schenectady,"1,500","1,520,000"
2017,2,Mohawk Valley,Schoharie,500,"580,000"
2017,2,Southern Tier,Schuyler,300,"340,000"
2017,2,Finger Lakes,Seneca,400,"390,000"
2017,2,Southern Tier,Steuben,"1,400","1,260,000"
2017,2,North Country,St. Lawrence,"1,500","1,500,000"
2017,2,Long Island,Suffolk,"16,800","18,040,000"
2017,2,Hudson Valley,Sullivan,800,"810,000"
2017,2,Southern Tier,Tioga,700,"750,000"
2017,2,Southern Tier,Tompkins,600,"600,000"
2017,2,Hudson Valley,Ulster,"1,800","1,860,000"
2017,2,Unknown Geography,Unknown,200,"270,000"
2017,2,Capital,Warren,"1,100","1,050,000"
2017,2,Capital,Washington,800,"770,000"
2017,2,Finger Lakes,Wayne,"1,300","1,360,000"
2017,2,Hudson Valley,Westchester,"7,700","8,390,000"
2017,2,Finger Lakes,Wyoming,900,"920,000"
2017,2,Finger Lakes,Yates,300,"260,000"
2017,1,Capital,Albany,"2,600","2,860,000"
2017,1,Western New York,Allegany,700,"800,000"
2017,1,New York City,Bronx,"16,700","16,480,000"
2017,1,Southern Tier,Broome,"2,400","2,650,000"
2017,1,Western New York,Cattaraugus,"1,500","1,660,000"
2017,1,Central New York,Cayuga,"1,100","1,210,000"
2017,1,Western New York,Chautauqua,"2,000","2,070,000"
2017,1,Southern Tier,Chemung,"1,000","880,000"
2017,1,Southern Tier,Chenango,800,"910,000"
2017,1,North Country,Clinton,"1,300","1,230,000"
2017,1,Capital,Columbia,600,"650,000"
2017,1,Central New York,Cortland,900,"1,190,000"
2017,1,Southern Tier,Delaware,600,"650,000"
2017,1,Hudson Valley,Dutchess,"2,400","2,790,000"
2017,1,Western New York,Erie,"12,600","13,490,000"
2017,1,North Country,Essex,500,"580,000"
2017,1,North Country,Franklin,700,"730,000"
2017,1,Mohawk Valley,Fulton,700,"790,000"
2017,1,Finger Lakes,Genesee,"1,000","1,150,000"
2017,1,Capital,Greene,600,"680,000"
2017,1,North Country,Hamilton,100,"130,000"
2017,1,Mohawk Valley,Herkimer,"1,000","1,230,000"
2017,1,North Country,Jefferson,"1,900","2,120,000"
2017,1,New York City,Kings,"24,200","25,690,000"
2017,1,North Country,Lewis,600,"800,000"
2017,1,Finger Lakes,Livingston,"1,000","1,070,000"
2017,1,Central New York,Madison,"1,100","1,320,000"
2017,1,Finger Lakes,Monroe,"8,100","8,320,000"
2017,1,Mohawk Valley,Montgomery,"1,000","1,150,000"
2017,1,Long Island,Nassau,"11,700","13,470,000"
2017,1,New York City,New York,"15,300","17,900,000"
2017,1,Western New York,Niagara,"4,500","4,490,000"
2017,1,Mohawk Valley,Oneida,"2,700","2,860,000"
2017,1,Central New York,Onondaga,"4,800","5,340,000"
2017,1,Finger Lakes,Ontario,"1,500","1,640,000"
2017,1,Hudson Valley,Orange,"3,400","3,600,000"
2017,1,Finger Lakes,Orleans,800,"770,000"
2017,1,Central New York,Oswego,"2,200","2,400,000"
2017,1,Mohawk Valley,Otsego,900,"970,000"
2017,1,Out-of-State Resident,Out-of-State,"17,100","23,360,000"
2017,1,Hudson Valley,Putnam,900,"1,040,000"
2017,1,New York City,Queens,"19,400","21,540,000"
2017,1,Capital,Rensselaer,"2,000","2,280,000"
2017,1,New York City,Richmond,"4,400","4,650,000"
2017,1,Hudson Valley,Rockland,"2,400","2,650,000"
2017,1,Capital,Saratoga,"2,500","2,990,000"
2017,1,Capital,Schenectady,"1,700","1,810,000"
2017,1,Mohawk Valley,Schoharie,600,"650,000"
2017,1,Southern Tier,Schuyler,400,"400,000"
2017,1,Finger Lakes,Seneca,400,"470,000"
2017,1,Southern Tier,Steuben,"1,400","1,470,000"
2017,1,North Country,St. Lawrence,"1,800","1,860,000"
2017,1,Long Island,Suffolk,"17,900","20,470,000"
2017,1,Hudson Valley,Sullivan,900,"930,000"
2017,1,Southern Tier,Tioga,700,"810,000"
2017,1,Southern Tier,Tompkins,700,"740,000"
2017,1,Hudson Valley,Ulster,"2,100","2,180,000"
2017,1,Unknown Geography,Unknown,300,"360,000"
2017,1,Capital,Warren,"1,100","1,210,000"
2017,1,Capital,Washington,900,"940,000"
2017,1,Finger Lakes,Wayne,"1,500","1,620,000"
2017,1,Hudson Valley,Westchester,"8,300","9,710,000"
2017,1,Finger Lakes,Wyoming,900,"1,070,000"
2017,1,Finger Lakes,Yates,300,"300,000"
2016,12,Capital,Albany,"2,000","1,870,000"
2016,12,Western New York,Allegany,600,"550,000"
2016,12,New York City,Bronx,"13,100","12,350,000"
2016,12,Southern Tier,Broome,"2,000","1,750,000"
2016,12,Western New York,Cattaraugus,"1,300","1,140,000"
2016,12,Central New York,Cayuga,900,"810,000"
2016,12,Western New York,Chautauqua,"1,600","1,480,000"
2016,12,Southern Tier,Chemung,900,"680,000"
2016,12,Southern Tier,Chenango,600,"580,000"
2016,12,North Country,Clinton,900,"750,000"
2016,12,Capital,Columbia,400,"430,000"
2016,12,Central New York,Cortland,800,"800,000"
2016,12,Southern Tier,Delaware,500,"410,000"
2016,12,Hudson Valley,Dutchess,"1,900","1,920,000"
2016,12,Western New York,Erie,"9,900","9,370,000"
2016,12,North Country,Essex,400,"410,000"
2016,12,North Country,Franklin,500,"500,000"
2016,12,Mohawk Valley,Fulton,600,"510,000"
2016,12,Finger Lakes,Genesee,800,"740,000"
2016,12,Capital,Greene,500,"420,000"
2016,12,North Country,Hamilton,100,"110,000"
2016,12,Mohawk Valley,Herkimer,800,"800,000"
2016,12,North Country,Jefferson,"1,600","1,490,000"
2016,12,New York City,Kings,"19,000","19,670,000"
2016,12,North Country,Lewis,500,"510,000"
2016,12,Finger Lakes,Livingston,800,"710,000"
2016,12,Central New York,Madison,900,"870,000"
2016,12,Finger Lakes,Monroe,"6,400","6,040,000"
2016,12,Mohawk Valley,Montgomery,800,"720,000"
2016,12,Long Island,Nassau,"8,500","9,250,000"
2016,12,New York City,New York,"13,000","14,260,000"
2016,12,Western New York,Niagara,"3,200","2,870,000"
2016,12,Mohawk Valley,Oneida,"2,200","1,980,000"
2016,12,Central New York,Onondaga,"3,900","3,780,000"
2016,12,Finger Lakes,Ontario,"1,200","1,080,000"
2016,12,Hudson Valley,Orange,"2,400","2,490,000"
2016,12,Finger Lakes,Orleans,500,"480,000"
2016,12,Central New York,Oswego,"1,900","1,790,000"
2016,12,Mohawk Valley,Otsego,700,"570,000"
2016,12,Out-of-State Resident,Out-of-State,"14,900","18,550,000"
2016,12,Hudson Valley,Putnam,700,"730,000"
2016,12,New York City,Queens,"15,100","15,970,000"
2016,12,Capital,Rensselaer,"1,300","1,280,000"
2016,12,New York City,Richmond,"3,200","3,410,000"
2016,12,Hudson Valley,Rockland,"1,800","1,860,000"
2016,12,Capital,Saratoga,"1,700","1,710,000"
2016,12,Capital,Schenectady,"1,300","1,180,000"
2016,12,Mohawk Valley,Schoharie,400,"370,000"
2016,12,Southern Tier,Schuyler,300,"270,000"
2016,12,Finger Lakes,Seneca,300,"290,000"
2016,12,Southern Tier,Steuben,"1,200","1,010,000"
2016,12,North Country,St. Lawrence,"1,400","1,200,000"
2016,12,Long Island,Suffolk,"12,100","13,120,000"
2016,12,Hudson Valley,Sullivan,700,"640,000"
2016,12,Southern Tier,Tioga,500,"500,000"
2016,12,Southern Tier,Tompkins,600,"510,000"
2016,12,Hudson Valley,Ulster,"1,500","1,450,000"
2016,12,Unknown Geography,Unknown,200,"280,000"
2016,12,Capital,Warren,"1,000","910,000"
2016,12,Capital,Washington,700,"580,000"
2016,12,Finger Lakes,Wayne,"1,200","1,070,000"
2016,12,Hudson Valley,Westchester,"6,300","6,750,000"
2016,12,Finger Lakes,Wyoming,700,"650,000"
2016,12,Finger Lakes,Yates,300,"220,000"
2016,11,Capital,Albany,"1,700","1,620,000"
2016,11,Western New York,Allegany,500,"420,000"
2016,11,New York City,Bronx,"12,700","12,390,000"
2016,11,Southern Tier,Broome,"1,600","1,380,000"
2016,11,Western New York,Cattaraugus,"1,100","860,000"
2016,11,Central New York,Cayuga,800,"630,000"
2016,11,Western New York,Chautauqua,"1,900","1,320,000"
2016,11,Southern Tier,Chemung,700,"540,000"
2016,11,Southern Tier,Chenango,500,"470,000"
2016,11,North Country,Clinton,700,"580,000"
2016,11,Capital,Columbia,300,"320,000"
2016,11,Central New York,Cortland,600,"590,000"
2016,11,Southern Tier,Delaware,300,"300,000"
2016,11,Hudson Valley,Dutchess,"1,500","1,650,000"
2016,11,Western New York,Erie,"8,700","8,050,000"
